Startdatum,Einddatum,Hele dag?,Starttijd,Eindtijd,Terugkerend?,Titel,Omschrijving,Categoriën,Toegelaten?,Locatie,Adres,WebURL,URL omschrijving,OV,Entree,Image,Hovers,Clicks,CTR
05/02/2017,05/02/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 05-02,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,239,5,"2,09%"
08/02/2017,09/02/2017,Nee,21:00,06:00,Nee,Berlinale Opening Party,"Een dag voor het filmfestival begint het feest al hier, in Spindler & Klatt. DJ's trappen het filmfestival af in stijl!",,Ja,Spindler & Klatt,"Köpenicker Straße 16-17, 10997 Berlin",//www.facebook.com/events/1640532906245018/,Facebook event,U Schlesisches Tor,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t1.0-9/15241879_10154086283377546_5470330436686763641_n.jpg?oh=31fb5316349b8f9db82bc35f0636f935&oe=591C91ED,341,12,"3,52%"
09/02/2017,19/02/2017,Ja,,,Nee,Berlinale - Berlin International Film Festival,"Elk jaar vind in Berlijn één van de hoogtepunten van de internationale filmwereld plaats, de Berlinale. Een feest met de beste Duitse en internationale films, maar ook vertoningen van minder bekende regiseurs die zeker niet minder de moeite waard zijn! ",,Ja,,Overal door de stad,//www.facebook.com/berlinale/,Facebook  ,,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t1.0-9/15622410_10154898347893281_7332627539057353723_n.jpg?oh=11fce16a94ac5a09e4a297067659b0d0&oe=5920DBD8,383,31,"8,09%"
12/02/2017,12/02/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 12-02,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,380,22,"5,79%"
18/02/2017,23/04/2017,Ja,,,Nee,C/o Berlin - Watched! Surveillance Art & Photography,Heb je er ooit bewust over nagedacht dat letterlijk overal camera's hangen die foto's en films van jouw doen en laten maken? Of wat er wordt opgeslagen van diensten zoals Google Maps of gezondheidsapps... Online volgen we onze vrienden en zij volgen ons. 20 Internationale kunstenaars vonden dit een bijzonder thema en werkten samen met de Hasselblad foundation aan een nieuwe tentoonstelling in Fotomuseum C/o Berlin. De tentoonstelling draait volledig om het thema 'spionage en fotografie' met zowel actuele als historische kunstenaars in het centrum.,,Ja,Amerika Haus - C/o Berlin,"Hardenbergstrasse 22-24, Charlottenburg",//www.co-berlin.org/watched-surveillance-art-photography-0,co-berlin.org,S+U Zoologischer Garten,"10,00",http://www.co-berlin.org/sites/default/files/styles/headerbilder_postings/public/article/headerimages/watched_artikelbilder_960x1440px.jpg?itok=3oww-yA-,1823,181,"9,93%"
19/02/2017,19/02/2017,Nee,10:00,17:00,Nee,Breaktfast Market February,"Lekker zondags brunchen kun je in heel Berlijn maar de breakfast market is wel érg leuk! Handgemaakte ontbijtlekkernijen van eggs benedict tot een vietnamese porridge, van bloody mary's tot verse tarwegras sapjes. Hartig en zoet, alles is hier te krijgen!",,Ja,Markthalle Neun,"Eisenbahnstrasse 42, Kreuzberg",//markthalleneun.de/veranstaltungen/134/2017/2/19/breakfast-market,markthalleneun.de,U Schlesisches Tor,"2,00",https://markthalleneun.de/media/CACHE/images/content/images/Breakfast_Market_DceYnFg_SE6eX46_u6zGL1L_DtycF2R/7621cfc562886a19df00a078f7f64ace.png,586,38,"6,48%"
19/02/2017,19/02/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 19-02,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,495,22,"4,44%"
26/02/2017,26/02/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 26-02,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,484,60,"12,40%"
02/03/2017,05/03/2017,Nee,16:00,02:00,Nee,Auf zu neuen Dächern / Klunkerkranich Opening 2017,"Het meest creatieve dakterras in Berlijn opent begin Maart weer haar deuren na een lange winterstop. De lente komt eraan en dus is het ook weer tijd om te genieten van hapjes en drankjes bij Klunkerkranich. Er is veel verbouwd en zo heeft Klunkerkranich een nieuw fris jasje gekregen, klaar voor een nieuw seizoen! Er is een groot openingsfeest gepland, met leuke bands en dj's, een garantie voor een weekend lang feest. Na het feest is Klunkerkranich tijdens het voorseizoen op donderdag en vrijdag vanaf 16 uur geopend, op zaterdag en zondag vanaf 12 uur. De openingstijden voor het hoogseizoen zijn nog niet bekend. Neem de lift naar P5 en loop via het parkeerdeck naar Klunkerkranich!",,Ja,"Klunkerkranich, op het dak van de Neuköllner Arcaden","Karl Marx Strasse 66, Neukölln",//klunkerkranich.org,klunkerkranich.org,U7 Rathaus Neukölln,"5,00",https://scontent-frt3-1.xx.fbcdn.net/v/t31.0-8/16722490_1274669512612303_5056712517105287703_o.jpg?oh=855a9df9715b3861caa384c64f838cbc&oe=593E083C,413,33,"7,99%"
05/03/2017,05/03/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 05-03,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,561,37,"6,60%"
12/03/2017,12/03/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 12-03,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,578,27,"4,67%"
17/03/2017,17/03/2017,Nee,09:00,23:59,Nee,St Patricks Day,"In talloze Ierse pubs in Berlijn is het weer groot feest want het is St Patricks Day, de belangrijkste feestdag voor de Ieren. Een van de leukste Ierse pubs is Killkenny op Hackescher Markt. Met St Paddy's is daar de hele dag live muziek. Een must!",,Ja,Killkenny Irish Pub,"Hackescher Markt, Mitte",//www.kilkenny-pub.de,kilkenny-pub.de,S Hackescher Markt,"0,00",http://www.kilkenny-pub.de/cache/widgetkit/gallery/3/kilkenny_72-9959a893a2.jpg,597,24,"4,02%"
19/03/2017,26/03/2017,Ja,,,Nee,Nosh Berlin - Jewish Food Week,"De allereerste Joodse food week in Berlijn staat voor de deur. 'Nosh Berlin' belooft een prachtig feest te worden met koks uit heel Berlijn en vanuit de hele diaspora. Op verschillende locaties in de stad kun je genieten van kookworkshops, lekker eten, markten, demonstraties van topchefs, films, muziek, shabbat diners en nog veel meer. Nosh draait om het omarmen van de traditionele gerechten en laten zien wat modern Joods eten inhoudt. Het programma is te vinden op de website. Beteavon!",,Ja,,Verschillende locaties in Berlijn,//www.noshberlin.com,noshberlin.com,,"0,00",,590,34,"5,76%"
19/03/2017,19/03/2017,Nee,10:00,17:00,Nee,Nosh Berlin - Breakfast Market,"Joods ontbijt in Markthalle Neun. In het kader van de Jewish Foodweek Nosh, is er een nieuw thema voor de zondagse breakfastmarket. Met bagels, jachnun, overheerlijke sabich, blintzes, challah, natuurlijk gerookte vis, kugels, pastrami en nog zoooooveel meer lekkers... Dit wil je niet missen!",,Ja,Markthalle Neun,"Eisenbahnstrasse 42, Kreuzberg",//www.facebook.com/events/359652741073688/,markthalleneun.de,U Schlesisches Tor,"2,00",,564,25,"4,43%"
19/03/2017,19/03/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 19-03,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,518,28,"5,41%"
25/03/2017,26/03/2017,Nee,12:00,20:00,Nee,The Green Market Berlin - Spring Edition 2017,"De lente-editie van de leukste Vegan markt van Berlijn. Met muziek, workshops, make up en vegan fashion, lekker eten en drinken en natuurlijk ook entertainment voor de kleintjes.",,Ja,Agora Rollberg,"Agora Rollberg, am Sudhaus 2, 12053 Berlin",//greenmarketberlin.com,greenmarketberlin.com,U8 Boddinstrasse,"3,00",http://greenmarketberlin.com/wp-content/uploads/Bildschirmfoto-2016-12-07-um-11.47.09.png,493,47,"9,53%"
25/03/2017,26/03/2017,Nee,23:00,12:00,Nee,Birgit & Bier Season Opening,"Een van de leukste biergartens van Berlijn begint aan het nieuwe seizoen! Birgit & Bier trapt af met een festival, met verschillende dj's en nieuwe podia. Er is fijne house, een technopodium en nog veel meer. Een prima moment om de lente te beginnen! Tickets via residentadvisor, zie link.",,Ja,Birgit & Bier,"Schleusenufer 3, Treptow",//www.facebook.com/events/1790358057958529/permalink/1791910091136659/,Facebook event,U1 Schlesische Tor,"12,00",https://www.facebook.com/BirgitundBier/photos/gm.1791925697801765/1672964583003606/?type=3,392,33,"8,42%"
26/03/2017,26/03/2017,Nee,12:00,18:00,Nee,Street food markt 'auf Achse' 26-03,"Elke zondag vind er op het binnenplein van de Kulturbrauerei een heerlijke food markt plaats. Hier kun je bij een kleine 20 foodtrucks de lekkerste hapjes proeven. Van Italiaans tot Pools en Oekraiens, tot Indonesisch en natuurlijk typisch Duits eten. Ook staat hier met regelmaat een geweldige burger-truck. Als je meer wil weten over deze foodmarkt, lees dan even mijn blog over de <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"">Street Food markt Auf Achse.</a>",,Ja,Kulturbrauerei,"Schönhauser Allee 136, Prenzlauer Berg",//www.facebook.com/streetfoodaufachse/,Facebook pagina,U2 Eberswalder Strasse,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/13667899_1212935725407212_8550775645446541958_o.jpg?oh=111329c8cc81d71484ae85c8e0f6b64d&oe=590F200B,427,41,"9,60%"
01/04/2017,30/04/2017,Ja,,,Nee,The Haus Art Bang,"Wat doe je met een oude bank die toch al op de nominatie voor de sloop staat? Daar laat je tientallen street artists in los! The Haus Art Bang is een briljant kunstproject van s' werelds beste muralists, tape artists, spray painters en nog vele andere kunstenaars. Samen maken zij een surreale wereld vol met mooie, toffe, schokkende en hilarische kunstwerken. Het werk is slechts één maand lang te zien in een oud bankgebouw aan de Nürnbergerstrasse in Charlottenburg. Mis het niet! De entree is niet helemaal gratis, maar de hoogte van het bedrag bepaal je zelf, op basis van wat jij The Haus waard vindt.",,Ja,The Haus Art Bang,"Nürnbergerstrasse 68/69, Charlottenburg",//thehaus.de,thehaus.de,U1 Wittenbergplatz,"0,00",http://www.radioeins.de/content/dam/rbb/rad/bildergalerie/galerie-the-haus/haus5_169.jpg.jpg/img.jpg,1231,203,"16,49%"
06/04/2017,12/04/2017,Ja,,,Nee,True Italian Pizza Week Berlin,"Dé week voor de pizzaliefhebber, deze hele week bakken de beste pizzeria's in Berlijn pizza's volgens een traditioneel Italiaans recept! Hmmm!",,Ja,,Diverse locaties door de stad,//trueitalian.top,TrueItalian.top,,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t1.0-9/15350604_1387363784607783_7489946986522350187_n.jpg?oh=10d92125ab98130cb387bc1a97db721a&oe=590D265E,1204,128,"10,63%"
16/04/2017,17/04/2017,Nee,11:00,17:00,Nee,Kirschblütenfest in Gärten der Welt 2017,"Ook in de Gärten der Welt vindt dit jaar weer het Kirschblütenfest plaats, in het kader van de IGA, de International Garten Ausstellung. De Gärten is nu twee keer zo groot geworden en er is een skilift gebouwd, waardoor je het park ook van boven kunt bekijken. Er is lekker eten en live muziek in de Seoul Garden. Tickets zijn verkrijgbaar op de website.",,Ja,Gärten der Welt / IGA 2017,"Eisenacher Str. 99, 12685 Berlin",//iga-berlin-2017.de/veranstaltungen/kirschbluetenfest?tn=3586&td=0&tt=1492333200,iga-berlin-2017.de,S Marzahn,"20,00",https://iga-berlin-2017.de/sites/default/files/styles/content_image_656x555/public/media-library/kirschbluetenfest_gaerten_der_welt_iga_berlin_2017.jpg?itok=qJFqbcRT,697,58,"8,32%"
30/04/2017,01/05/2017,Ja,,,Nee,Walpurgisnacht 2017 / Tanz in den Mai,"Elke nacht voor 1 Mei is het Walpurgisnacht, de nacht dat alle winterse demonen weg worden gefeest en gedanst. Ook is dit feest bekend onder 'Tanz in den Mai'. Een gezellige nacht, waarbij door heel Berlijn leuke feestjes plaatsvinden. Het is nog even wachten op meer aankondigingen, dus hou deze kalender in de gaten!",,Ja,,Diverse locaties door de stad,,,,"0,00",,no data,no data,no data
30/04/2017,30/04/2017,Nee,13:00,18:00,Nee,Kirschblütenfest 2017,"Een van de allermooiste evenementen in Berlijn is het jaarlijkse kersenbloemenfestival in Teltow. Als de prachtige roze sakurabomen weer in bloei staan, begint ook de lente in Berlijn weer. Dit wordt gevierd met een mooi feest, waarbij de japanse, chinese en koraanse cultuur in het middenpunt staat. Er is een podium waar optredens worden gegeven, er is lekker eten en veel mensen zijn op de been. Een hele happening! Ook lopen er mensen in kostuums rond en houden Japanners traditionele o'Hanami. Een must voor de liefhebbers!",,Ja,"TV-asahi-kirschblütenallee, Teltow","TV-asahi-kirschblütenallee, Teltow",//www.hanamifest.org/hanami.html,hanamifest.org,S Lichterfelde Süd,"0,00",https://scontent-frt3-1.xx.fbcdn.net/v/t31.0-8/16143668_1222396097836865_4924123295426500951_o.jpg?oh=6af8f77fef2a230b3a39481fdf156e17&oe=58FDA155,no data,no data,no data
01/05/2017,01/05/2017,Nee,11:00,18:00,Nee,Tag der Arbeit,"Vanaf 11.00 uur begint het ‘Myfest’ (letterlijk Maifest) in de Oranienstrasse in Kreuzberg. Een vreselijk gezellig multicultureel feest, met muziek, dans, lekker eten en drinken en een toffe sfeer. Tag der Arbeit is een traditionele feestdag en wordt steevast in Oost-Kreuzberg (SO36) gevierd, omdat de roots van de wijk in de punk- en krakersbeweging liggen.<br/></br>Ik schreef al eens een artikel over dit feest. <a href=""https://wattedoeninberlijn.nl/tag-der-arbeit/"">Dat lees je hier.</a>",,Ja,"Van Moritzplatz, tot Kottbusser Tor, tot aan Görlitzer Bahnhof, tot aan de Bethanien Damm","Oranienstrasse, Kreuzberg",//wattedoeninberlijn.nl/tag-der-arbeit/,Plattegrond,U8 Moritzplatz,"0,00",http://www.morgenpost.de/bin/BMO_grafik-206514269.jpg,258,28,"10,85%"
02/05/2017,02/05/2017,Nee,10:05,14:00,Nee,Berliner Halbmarathon 2017,"Ruim 30.000 deelnemers nemen deel aan de halve marathon van Berlijn, een van de snelste halve marathons ter wereld! <br/><br/><b>Helaas is de marathon zelf al wel uitverkocht!</b>",,Ja,Karl-Marx-Allee,Bekijk de route voor meer info,//www.berliner-halbmarathon.de/en,Berliner-halbmarathon.de,S+U Alexanderplatz,"0,00",http://www.berliner-halbmarathon.de/index.php?rex_resize=664w__392h__events/halbmarathon/assets/img/hm-16-streckenplan.jpg,330,30,"9,09%"
03/05/2017,07/05/2017,Ja,,,Nee,X-Jazz Kreuzberg Jazzfestival 2017,"Alweer de derde editie van dit gezellige Jazz festival in Berlijn! Dit jaar is Polen gekozen als partner-land voor het festival, om muzikale bruggen te bouwen en muziekliefhebbers van alle leeftijden te betrekken. Het hart van het festival is in Kreuzberg, rond de clubs zoals Lido, BiNuu, Fluxbau, Prince Charles en Monarch. Voor de deelnemende artiesten, tickets of een festivalpas en meer informatie, check de website",,Ja,,Diverse locaties in Kreuzberg,//love-your-artist.de/xjazz,Love-your-artist.de,U1 Schlesisches Tor,"0,00",http://www.xjazz.net/wp-content/uploads/2016/12/website1-818x460.jpg,357,35,"9,80%"
04/05/2017,05/05/2017,Nee,19:45,21:00,Nee,4 Mei Nationale dodenherdenking – concentratiekamp Sachsenhausen in Oranienburg,"Ben je 4 mei in Berlijn en heb je de behoefte om mee te doen met de Nationale Herdenking op 4 mei? Bezoek dan de dodenherdenking in het voormalig concentratiekamp Sachsenhausen, net buiten Berlijn. Net als in Nederland worden alle burgers en militairen herdacht, die sinds het uitbreken van de Tweede Wereldoorlog, in oorlogssituaties of bij vredesmissies, waar dan ook ter wereld, zijn omgekomen. Sachsenhausen is een bijzondere locatie, omdat er van 1934 tot 1945 veel Nederlanders gevangen hebben gezeten. Tientallen Nederlandse verzetsstrijders zijn er vermoord door de Nazi’s. <br/><br/>Meer daarover kun je lezen in mijn blog: <a href=""//wattedoeninberlijn.nl/concentratiekamp-sachsenhausen-berlijn/"">Concentratiekamp Sachsenhausen – Van concentratiekamp tot gedenkteken.</a>",,Ja,Concentratiekamp Sachsenhausen,"Straße der Nationen 22, 16515 Oranienburg",,,S Oranienburg,"0,00",,422,44,"10,43%"
02/06/2017,05/06/2017,Nee,16:00,19:00,Nee,Karneval der Kulturen Festival 2017,"Vier dagen lang is het groot feest in Kreuzberg en kun je meegenieten van een van de leukste en kleurrijkste festivals van Berlijn. Het Karneval der Kulturen brengt de stad in feestsferen, terwijl je geniet van lekker eten van over de hele wereld, wereldmuziek en talloze andere acts. Op 4 Juni vindt de grote optocht plaats, die mag je ook niet missen!",,Ja,Blücherplatz in Kreuzberg,"Blücherplatz, Kreuzberg",//karneval-berlin.de,Karneval-Berlin.de,U1/U6 Hallesches Tor,"0,00",,448,42,"9,38%"
04/06/2017,04/06/2017,Nee,12:30,22:30,Nee,"Karneval der Kulturen optocht door Neukölln, Kreuzberg en Schöneberg","Ruim 82 groepen, en 5300 deelnemers zijn er bij de grote optocht bij. Dans lekker mee op Brazilliaanse samba beats, bekijk de grote Chinese leeuwendans en verbaas je over de veelzijdigheid van alle prachtige culturen die Berlijn rijk is. De grote optocht op Pinksterzondag is jaarlijks het hoogtepunt van de Karneval der Kulturen en mag je absoluut niet missen! Route: Hermannplatz over Hasenheide, Gneisenaustrasse, Yorckstrasse, tot aan Möckernstrasse.",,Ja,Start: Hermannplatz. Einde: Yorckstrasse.,Kreuzberg,//www.karneval-berlin.de/en/,Karneval-Berlin.de,U6 Mehringdamm,"0,00",,154,13,"8,44%"
24/06/2017,25/06/2017,Nee,12:00,20:00,Nee,The Green Market Berlin - Summer Edition 2017,"De zomereditie van de leukste Vegan markt van Berlijn. Met muziek, workshops, make up en vegan fashion, lekker eten en drinken en natuurlijk ook entertainment voor de kleintjes.",,Ja,Agora Rollberg,"Agora Rollberg, am Sudhaus 2, 12053 Berlin",//greenmarketberlin.com,greenmarketberlin.com,U8 Boddinstrasse,"3,00",http://greenmarketberlin.com/wp-content/uploads/Bildschirmfoto-2016-12-13-um-17.30.26.png,141,25,"17,73%"
30/06/2017,02/07/2017,Nee,12:00,23:59,Nee,Bergmannstrassenfest 2017,"Jaarlijks is het Bergmannstrassenfest een van de gezelligste festivals in Berlijn. Met muziek, dans en theater, wordt een vrolijk weekend vol vrolijkheid gevierd. Het programma is pas kort van te voren helemaal rond, maar kijkend naar voorgaande jaren er is muziek van Jazz, tot Funk, tot Afrosoul, tot Salsa, Latin en nog veel en veel meer.",,Ja,"Bergmannstrasse, Kreuzberg","Bergmannstrasse, Kreuzberg",//www.kiez-und-kultur.de/,kiez-und-kultur.de,U6/7 Mehringdamm,"0,00",,214,24,"11,21%"
04/07/2017,07/07/2017,Ja,,,Nee,Berlin Fashion Week - Summer Edition 2017,"De mode voor het volgend voorjaar en winter wordt zoals gewoonlijk in Juli tijdens de Berlin Fashion week weer gepresenteerd. Met talloze shows van de grootste merken, is er voor ieder wat wils!",,Ja,,Diverse locaties door de stad,//www.fashion-week-berlin.com,Fashion-week-berlin.com,,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t1.0-9/15622132_1314026595305624_3888837742958406692_n.jpg?oh=e74af0fc07e756bc3477ebbb521b73eb&oe=592127B8,104,5,"4,81%"
15/07/2017,16/07/2017,Nee,11:00,23:59,Nee,Lesbisch - Schwules Stadtfest 2017,"Voor de 25e keer wordt het grote Lesbisch-Schwules Stadtfest in Berlijn georganiseerd. Dit feest is gericht op de LGBTQ community maar is in praktijk een geweldig gezellig straatfeest waar iedereen welkom is. Er is veel muziek, natuurlijk lekker eten, er wordt actie gevoerd en er zijn goede doelen aanwezig die aandacht vragen voor hun zaak. Met veel theater en andere leuke optredens kun je je hier bijzonder goed vermaken.",,Ja,Op en rondom Nollendorfplatz,"Nollendorfplatz, Schöneberg",//www.stadtfest.berlin,stadtfest.berlin,U Nollendorfplatz,"0,00",https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-9/15826235_1201914066551735_66152914828731173_n.jpg?oh=b19a2989757cdbcbae02ee9541bd1ebc&oe=590A65F2,97,9,"9,28%"
22/07/2017,22/07/2017,Nee,17:00,23:55,Nee,Botanische Nacht 2017,"In de prachtige botanische tuin in Berlijn Dahlem vind voor de 9e keer de Botanische Nacht plaats, een nacht vol met verhalen en foto's uit de wereld van de natuurwonderen. Het is een nacht vol met muziek, verlichting en sprookjesachtige evenementen, die langs een lange route door de tuin te bekijken zijn. De nacht duurt tot twee uur 's nachts en is een van de hoogtepunten van het jaar. Wees er snel bij met tickets! Kinderen tot 14 jaar mogen gratis naar binnen.",,Ja,Botanischer-Garten Berlin-Dahlem,"Königin Luise Platz, 14195 Berlin",//www.botanische-nacht.de,botanische-nacht.de,S Botanischer Garten,"38,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/15068994_1829190614004818_7267981980030140012_o.jpg?oh=f991a3cd5962a69f00f2cd1cd321357a&oe=5914B4F5,113,11,"9,73%"
22/07/2017,22/07/2017,Nee,12:30,23:59,Nee,Christopher Street Day Parade 2017,De parade begint op de Ku'damm en rijdt door de stad tot aan de Brandenburger Tor,,Ja,Locaties door heel Berlijn,,//csd-berlin.de/,csd-berlin.de,,"0,00",https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-9/15439871_1187218344687974_7574962828710765610_n.jpg?oh=a64f5234038c8b804d08ff282e34b688&oe=594772B1,123,16,"13,01%"
22/07/2017,22/07/2017,Nee,12:00,22:00,Nee,Holi Festival of Colours 2017,"Sinds 2012 vindt in Berlijn elke zomer het Holi festival plaats. Het betekent een dag lang dansen en genieten van het mooie weer, terwijl iedereen zich en anderen af en toe vol met gekleurd poeder gooit. Met het échte Indiase Holi festival heeft het natuurlijk niet zoveel meer te maken, leuk is het echter wel! Tickets kosten 19,99, vijf zakjes kleurenpoeder heb je voor 8 euro. Tickets zijn verkrijgbaar op de site.",,Ja,Reiterstation Olympiapark,"Passheimer Strasse 30, Charlottenburg",//www.holifestival.com,Holifestival.com,U2 Olympiastadion,"19,99",https://scontent-frt3-1.xx.fbcdn.net/v/t31.0-8/16178967_1222495701160238_216496412953242363_o.jpg?oh=41c71b10abd49808e6be8d303fa72509&oe=5940EC1D,133,13,"9,77%"
